TimeStamp,faceId,interocularDistance,glasses,age,ethnicity,gender,dominantEmoji,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream
0.0000nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.0667nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.1333nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.2000nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.2667nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.3333nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.4000nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.4667nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
24.5333,0,123.772,no,45-54,caucasian,female,Unknown,-10.4728,-8.1607,-1.5693,0.0018,0.0046,0.01,0.0084,0.005,0.194,0.2032,-18.9752,4.613,0,0.0407,0.0024,0.0784,0.003,0,0.0144,0.0018,1.5496,5.5869,57.5147,0.2224,0.4864,91.6675,94.0914,0,0.0077,0.0217,0.8664,0.0184,0.2249,0.0018,0.0018,0.0018,0.002,0.0018,0.005,0,0.0018,2.3067,2.359,0.0018,0.0296
24.6,0,121.2505,no,45-54,caucasian,female,Unknown,-11.0191,-8.3618,-1.1335,0.0018,0.0046,0.005,0.0069,0.0051,0.195,0.1987,-22.4911,9.2949,0,0.0264,0.0024,0.053,0.0049,0,0.0179,0.0021,1.7231,6.7946,68.053,0.3231,0.2831,0.6649,93.8638,0,0.0064,0.016,1.5475,0.0177,0.1948,0.0018,0.0018,0.0018,0.002,0.0018,0.0051,0,0.0018,2.3064,2.3588,0.0018,0.0295
24.6667,0,120.7893,no,45-54,caucasian,female,Unknown,-13.3178,-8.7015,-1.6219,0.0018,0.0046,0.0031,0.0057,0.0054,0.1959,0.2037,-25.6855,14.805,0,0.017,0.0026,0.0432,0.0065,0,0.0197,0.0026,2.1077,10.0495,75.4571,0.4085,0.5163,0.0018,93.4607,0,0.006,0.0143,3.1484,0.0181,0.1443,0.0018,0.0018,0.0018,0.002,0.0018,0.0054,0,0.0018,2.3059,2.3582,0.0018,0.0293
24.7333,0,122.6138,no,45-54,caucasian,female,Unknown,-12.3362,-7.1901,-3.7919,0.0018,0.0047,0.0021,0.0052,0.0054,0.1966,0.2024,-27.362,20.8354,0,0.0128,0.0032,0.0407,0.0056,0,0.0178,0.0028,2.1487,9.8346,81.271,0.4877,0.4571,0.0015,95.0827,0,0.0047,0.0109,5.6076,0.0142,0.0842,0.0018,0.0018,0.0018,0.0021,0.0018,0.0054,0,0.0018,2.3051,2.3574,0.0018,0.0292
24.8,0,123.2281,no,45-54,caucasian,female,Unknown,-12.3918,-6.9948,-3.4578,0.0018,0.0047,0.0016,0.0051,0.0051,0.1965,0.202,-27.8545,26.835,0,0.0093,0.0043,0.0353,0.0041,0,0.0169,0.0041,2.1524,6.8347,85.9226,0.4759,0.4412,0.016,95.2621,0,0.0029,0.0082,7.3351,0.0105,0.0567,0.0018,0.0018,0.0018,0.0021,0.0018,0.0051,0,0.0018,2.3037,2.3561,0.0018,0.0291
24.8667,0,123.4575,no,45-54,caucasian,female,Unknown,-13.4965,-6.671,-4.9245,0.0018,0.0046,0.0018,0.0055,0.0049,0.1956,0.2124,-26.5141,24.1921,0,0.007,0.0042,0.0528,0.0036,0,0.0174,0.0036,1.6657,4.3181,83.9567,0.3989,0.9092,0.018,95.5459,0,0.0032,0.0081,9.3146,0.0073,0.0488,0.0018,0.0018,0.0018,0.0022,0.0018,0.0049,0,0.0018,2.3025,2.3538,0.0018,0.029
24.9333,0,125.258,no,45-54,caucasian,female,Unknown,-15.847,-5.4585,-5.1374,0.0018,0.0046,0.0028,0.0065,0.0047,0.1949,0.2378,-23.5223,15.9522,0,0.0065,0.0033,0.0587,0.0037,0,0.0187,0.0018,1.4268,1.619,76.6763,0.3244,1.9732,0.006,96.4712,0,0.0032,0.0074,8.7106,0.004,0.0465,0.0018,0.0018,0.0018,0.0022,0.0018,0.0047,0,0.0018,2.3019,2.3489,0.0018,0.0288
25,0,125.5002,no,45-54,caucasian,female,Unknown,-17.7331,-4.9702,-4.9957,0.0018,0.0046,0.0061,0.008,0.0046,0.1937,0.3072,-19.8478,7.6757,0,0.0057,0.0035,0.0889,0.0047,0,0.0221,0.0007,1.1995,0.9184,65.0897,0.2326,4.3872,0.0103,96.789,0,0.0027,0.0094,12.136,0.0023,0.0517,0.0018,0.0018,0.0018,0.0022,0.0018,0.0046,0,0.0018,2.3014,2.3405,0.0018,0.0286
25.0667,0,125.3368,no,45-54,caucasian,female,Unknown,-17.3644,-4.899,-5.8627,0.0018,0.0046,0.0067,0.0083,0.0047,0.1927,0.2834,-19.3947,6.9922,0,0.0043,0.0041,0.1442,0.0072,0,0.0273,0.0006,1.0871,0.8022,63.6255,0.1842,3.6158,0.1366,96.833,0,0.0025,0.0093,14.861,0.0013,0.062,0.0018,0.0018,0.0018,0.0022,0.0018,0.0047,0,0.0018,2.3009,2.3314,0.0018,0.0285
25.1333,0,126.1356,no,45-54,caucasian,female,Unknown,-18.0481,-5.1997,-6.184,0.0018,0.0046,0.0092,0.0091,0.0047,0.1908,0.2459,-17.9779,5.0847,0,0.0027,0.004,0.2752,0.0112,0,0.0375,0.0005,0.9951,0.7945,58.7503,0.1385,2.2533,0.4304,96.6433,0,0.0023,0.0109,17.7019,0.0008,0.0672,0.0018,0.0018,0.0018,0.0023,0.0018,0.0047,0,0.0018,2.3005,2.3193,0.0018,0.0284
25.2,0,126.2933,no,45-54,caucasian,female,Unknown,-18.8222,-3.7103,-6.385,0.0018,0.0047,0.0227,0.0116,0.0048,0.1893,0.2206,-13.8076,1.9735,0,0.002,0.0046,0.3894,0.0147,0,0.0535,0.0003,0.7125,0.5541,44.9345,0.1168,1.2094,0.8552,97.4863,0,0.0031,0.0126,12.5846,0.0005,0.0834,0.0018,0.0018,0.0018,0.0023,0.0018,0.0048,0,0.0018,2.3002,2.3099,0.0018,0.0283
25.2667,0,126.2908,no,45-54,caucasian,female,Unknown,-19.9273,-0.5652,-4.0618,0.0018,0.0047,0.056,0.0148,0.0048,0.1869,0.2146,-9.7556,0.7553,0,0.002,0.0053,0.5958,0.0173,0,0.0847,0.0002,0.5309,0.5937,31.1093,0.1121,0.9131,7.7073,98.644,0,0.0066,0.0164,9.1138,0.0003,0.1422,0.0018,0.0018,0.0018,0.0023,0.0018,0.0048,0,0.0019,2.2999,2.3034,0.0018,0.0282
25.3333,0,127.0246,no,45-54,caucasian,female,Unknown,-21.6653,0.9648,-3.3881,0.0017,0.0048,0.1666,0.0203,0.005,0.1823,0.2077,-4.8242,0.2379,0,0.0017,0.0063,1.0172,0.0123,0,0.1543,0.0001,0.2994,0.2524,14.4405,0.1214,0.5276,12.1133,98.5328,0,0.0087,0.0191,6.3793,0.0002,0.2492,0.0018,0.0018,0.0018,0.0023,0.0018,0.005,0,0.0019,2.2991,2.2993,0.0018,0.0282
25.4,0,128.6818,no,45-54,caucasian,female,Unknown,-21.2549,4.7584,-1.651,0.0016,0.0051,0.2893,0.0251,0.0055,0.1728,0.2056,-2.6117,0.1387,0,0.0015,0.009,1.9188,0.0067,0,0.2542,0.0001,0.1256,0.215,5.9767,0.1281,0.2744,1.0704,96.9181,0,0.0081,0.0217,4.3499,0.0001,0.5941,0.0018,0.0018,0.0018,0.0023,0.0018,0.0055,0,0.002,2.2981,2.2981,0.0018,0.0282
25.4667,0,128.8269,no,45-54,caucasian,female,Unknown,-21.4918,4.5697,-1.285,0.0014,0.0057,0.3527,0.0308,0.0066,0.153,0.2097,-2.4064,0.1293,0,0.0011,0.0165,3.9625,0.0041,0.0001,0.3664,0.0001,0.0516,0.2668,2.9391,0.1345,0.1011,0.3472,97.0288,0,0.0074,0.0272,3.6247,0.0001,1.3836,0.0018,0.0018,0.0018,0.0023,0.0019,0.0066,0,0.0021,2.2978,2.2978,0.0018,0.0282
25.5333,0,129.2418,no,45-54,caucasian,female,Unknown,-22.3891,4.4543,-0.6077,0.0011,0.0071,0.3774,0.0409,0.0093,0.1236,0.2269,-3.2672,0.155,0,0.0009,0.0271,7.5437,0.0022,0.0001,0.4414,0.0001,0.0251,0.4163,1.9042,0.1481,0.2111,0.0569,97.0947,0,0.0062,0.0319,3.1879,0.0001,2.633,0.0018,0.0017,0.0018,0.0023,0.0019,0.0093,0,0.0023,2.2978,2.2978,0.0018,0.0284
25.6,0,128.3986,no,45-54,caucasian,female,Unknown,-22.6861,3.1716,-1.0317,0.0008,0.0092,0.3971,0.0566,0.0142,0.0957,0.2475,-4.5454,0.1992,0,0.001,0.0629,11.8421,0.0021,0.0002,0.491,0.0001,0.0125,1.0489,1.1247,0.1573,0.2708,0.0977,97.7372,0,0.011,0.0348,2.4218,0.0001,4.3732,0.0017,0.0016,0.0018,0.0022,0.0019,0.0142,0,0.0026,2.2977,2.2977,0.0018,0.0287
25.6667,0,129.6292,no,45-54,caucasian,female,Unknown,-22.5745,1.8118,-2.3061,0.0006,0.0132,0.4122,0.0908,0.025,0.0668,0.2757,-6.1843,0.2983,0,0.0014,0.1744,17.9299,0.0019,0.0003,0.619,0,0.0103,0.7033,0.5514,0.1484,0.2171,0.6133,98.2667,0,0.0147,0.0331,1.3828,0.0001,6.0346,0.0017,0.0016,0.0018,0.0022,0.0019,0.025,0,0.0031,2.2977,2.2977,0.0018,0.0292
25.7333,0,129.7044,no,45-54,caucasian,female,Unknown,-23.7688,-0.177,-2.8536,0.0003,0.0212,0.4128,0.1635,0.0515,0.0423,0.3197,-8.4973,0.521,0,0.0012,0.3734,25.7235,0.0018,0.0006,0.7495,0,0.0076,0.3288,0.5351,0.1599,0.2372,0.0387,98.744,0,0.0127,0.0292,1.2469,0.0001,8.7917,0.0016,0.0015,0.0018,0.0021,0.0019,0.0515,0,0.0039,2.2977,2.2977,0.0018,0.0299
25.8,0,130.6069,no,45-54,caucasian,female,Unknown,-22.8939,-0.0259,-2.8119,0.0003,0.0268,0.412,0.2183,0.0724,0.0342,0.3424,-9.7755,0.6976,0,0.0009,0.7595,29.5831,0.0019,0.0011,1.0004,0,0.0084,0.1049,0.5706,0.1596,0.2043,0.0061,98.7809,0,0.0103,0.0209,0.9993,0.0001,13.8332,0.0015,0.0014,0.0018,0.0021,0.0019,0.0724,0,0.0049,2.2977,2.2977,0.0018,0.0311
25.8667,0,129.0026,no,45-54,caucasian,female,Unknown,-23.0711,-0.0748,-4.3544,0.0002,0.0405,0.4077,0.3627,0.135,0.0232,0.3858,-12.1091,1.1616,0,0.0009,1.2337,36.4301,0.0019,0.0025,1.358,0,0.0075,0.0291,0.7402,0.1488,0.1251,0.0042,98.7691,0,0.0097,0.0222,0.8737,0.0001,21.8952,0.0014,0.0013,0.0018,0.002,0.002,0.135,0,0.0065,2.2977,2.2977,0.0018,0.0333
25.9333,0,127.8131,no,45-54,caucasian,female,Unknown,-22.1622,-1.3868,-4.4536,0.0001,0.0753,0.3994,0.7756,0.3561,0.0126,0.4644,-15.3191,2.3982,0,0.001,1.3314,46.7248,0.0024,0.0062,1.3889,0,0.0082,0.0193,1.0811,0.1692,0.0595,0.0009,98.4057,0,0.0131,0.0258,0.6504,0.0001,29.3049,0.0013,0.0012,0.0018,0.002,0.002,0.3561,0,0.0093,2.2977,2.2977,0.0018,0.0367
26,0,127.9777,no,45-54,caucasian,female,Unknown,-21.3649,-2.0022,-5.603,0.0001,0.1108,0.3892,1.2171,0.6378,0.0088,0.5204,-17.3012,3.7395,0,0.0012,1.5187,52.9987,0.0027,0.0109,1.3431,0,0.0093,0.0154,1.5279,0.2386,0.029,0.0008,98.2006,0,0.0219,0.03,0.4783,0.0001,36.3064,0.0012,0.001,0.0018,0.0019,0.002,0.6378,0,0.0114,2.2977,2.2977,0.0018,0.0417
26.0667,0,127.6251,no,45-54,caucasian,female,Unknown,-21.382,-2.3602,-5.9096,0.0001,0.1142,0.3832,1.205,0.6296,0.0089,0.5209,-17.4116,3.8593,0,0.0018,2.0219,53.1532,0.0039,0.0184,1.3157,0,0.0106,0.0115,1.8323,0.3428,0.0118,0.0022,98.0696,0,0.0503,0.0353,0.2782,0.0001,44.5778,0.0011,0.0009,0.0018,0.0019,0.0021,0.6296,0,0.0138,2.2977,2.2977,0.0018,0.0493
26.1333,0,126.5334,no,45-54,caucasian,female,Unknown,-21.2511,-3.0319,-6.5001,0.0001,0.0704,0.3696,0.6706,0.3101,0.0139,0.4499,-15.0858,2.3276,0,0.0023,1.3275,45.2628,0.0053,0.0271,1.125,0.0001,0.0134,0.0085,2.422,0.4189,0.0175,0.0015,97.7982,0,0.0665,0.037,0.1427,0.0001,50.0881,0.0011,0.0008,0.0018,0.0019,0.0021,0.3101,0,0.015,2.2977,2.2977,0.0018,0.059
26.2,0,128.1951,no,45-54,caucasian,female,Unknown,-21.2276,-3.4619,-6.3801,0.0002,0.0408,0.3539,0.3359,0.1331,0.0237,0.3801,-12.4327,1.2904,0,0.0027,0.9972,36.1502,0.0068,0.0416,0.9355,0.0001,0.0162,0.0054,3.1288,0.5162,0.0324,0.0006,97.6052,0,0.0812,0.0446,0.093,0.0001,55.6891,0.001,0.0007,0.0018,0.0019,0.0021,0.1331,0,0.0154,2.2977,2.2977,0.0018,0.0715
26.2667,0,128.3801,no,45-54,caucasian,female,Unknown,-20.579,-4.6169,-6.4778,0.0002,0.0345,0.3622,0.2715,0.1031,0.0279,0.3623,-11.2809,1.0327,0.0001,0.0035,0.7084,33.2955,0.0107,0.0662,0.6184,0.0002,0.0253,0.0066,2.8283,0.6248,0.0828,0.0003,97.0015,0,0.0766,0.0571,0.0572,0.0001,58.6575,0.0009,0.0006,0.0018,0.0019,0.0021,0.1031,0,0.0157,2.2977,2.2977,0.0018,0.0858
26.3333,0,129.1777,no,45-54,caucasian,female,Unknown,-21.0463,-5.0288,-7.4198,0.0002,0.0389,0.3751,0.3148,0.1259,0.0246,0.3823,-11.5594,1.1431,0.0001,0.004,0.3532,35.1983,0.0176,0.1001,0.3625,0.0002,0.0381,0.0075,2.3632,0.7619,0.2563,0.0006,96.7524,0,0.0629,0.0754,0.0398,0.0001,57.8824,0.0008,0.0005,0.0018,0.0018,0.0021,0.1259,0,0.0157,2.2977,2.2977,0.0018,0.0991
26.4,0,129.1582,no,45-54,caucasian,female,Unknown,-20.1986,-4.7902,-6.9507,0.0003,0.0272,0.3951,0.2063,0.0724,0.0346,0.3459,-9.4593,0.7122,0.0001,0.0058,0.2976,29.3326,0.0176,0.1141,0.2132,0.0003,0.0587,0.0126,1.5431,0.6098,0.3454,0.0006,96.8991,0,0.0604,0.0776,0.0283,0.0001,53.141,0.0007,0.0004,0.0018,0.0018,0.0021,0.0724,0,0.0158,2.2977,2.2977,0.0018,0.1099
26.4667,0,128.7541,no,45-54,caucasian,female,Unknown,-21.2438,-4.6611,-12.9321,0.0006,0.0134,0.4061,0.086,0.0235,0.07,0.2783,-5.737,0.2979,0,0.0075,0.3164,17.5163,0.0179,0.1481,0.1133,0.0003,0.1202,0.0211,1.1006,0.4618,0.3775,0.0002,96.9757,0,0.0475,0.0722,0.0267,0.0001,45.5667,0.0007,0.0004,0.0018,0.0018,0.0021,0.0235,0,0.0157,2.2977,2.2977,0.0018,0.1177
26.5333,0,126.2722,no,45-54,caucasian,female,Unknown,-23.6009,-4.0069,-0.6723,0.0006,0.0135,0.4173,0.089,0.0244,0.0681,0.2794,-5.6717,0.2951,0,0.0094,0.2403,17.8232,0.0124,0.1612,0.07,0.0003,0.2446,0.0317,0.66,0.3385,0.3622,0.0002,97.3367,0,0.0537,0.0754,0.0285,0.0001,36.5103,0.0007,0.0003,0.0018,0.0018,0.0021,0.0244,0,0.0156,2.2977,2.2977,0.0018,0.1227
26.6,0,128.9609,no,45-54,caucasian,female,Unknown,-23.5897,-2.84,-0.6936,0.0007,0.0119,0.4245,0.0771,0.0202,0.0764,0.2686,-4.9708,0.2519,0,0.0104,0.1765,15.7906,0.0065,0.1751,0.0398,0.0002,0.4683,0.0407,0.3799,0.2651,0.3471,0.0001,97.8793,0,0.0358,0.0715,0.0299,0.0001,30.4178,0.0006,0.0003,0.0018,0.0019,0.0021,0.0202,0,0.0155,2.2977,2.2977,0.0018,0.1262
26.6667,0,130.58,no,45-54,caucasian,female,Unknown,-21.6057,-4.7087,-2.3733,0.0008,0.01,0.4282,0.0622,0.0152,0.0909,0.2538,-4.0422,0.2088,0,0.0116,0.2433,12.8807,0.0049,0.1754,0.0263,0.0001,0.7501,0.0351,0.2116,0.1801,0.3248,0.0002,96.9477,0,0.0201,0.061,0.0278,0,24.2723,0.0006,0.0003,0.0018,0.0019,0.0021,0.0152,0,0.0153,2.2977,2.2977,0.0018,0.1285
26.7333,0,129.34,no,45-54,caucasian,female,Unknown,-21.4051,-5.0358,-3.6056,0.0009,0.0085,0.429,0.0511,0.0118,0.1064,0.2417,-3.2313,0.1762,0,0.0105,0.2876,10.2642,0.004,0.1745,0.0156,0.0001,0.9852,0.0343,0.1581,0.1454,0.3285,0.0005,96.748,0,0.0225,0.0541,0.0301,0,20.7823,0.0006,0.0003,0.0018,0.0019,0.0021,0.0118,0,0.0148,2.2977,2.2977,0.0018,0.13
26.8,0,130.2671,no,45-54,caucasian,female,Unknown,-21.8765,-5.0518,-2.791,0.0011,0.0073,0.4288,0.0417,0.0091,0.1256,0.2285,-2.3904,0.1472,0,0.011,0.3572,7.5367,0.0038,0.1621,0.0112,0.0001,1.1853,0.0261,0.1225,0.1132,0.277,0.0002,96.7379,0,0.0232,0.0433,0.0299,0,17.6006,0.0007,0.0003,0.0018,0.0019,0.0021,0.0091,0,0.0139,2.2977,2.2977,0.0018,0.131
26.8667,0,128.105,no,45-54,caucasian,female,Unknown,-21.1979,-4.7347,-2.6141,0.0012,0.0067,0.429,0.0378,0.008,0.136,0.2208,-1.9766,0.1356,0,0.014,0.3713,6.2132,0.0056,0.1588,0.0073,0.0001,1.3619,0.0285,0.111,0.1012,0.1895,0.0003,96.9322,0,0.0517,0.0445,0.0347,0,14.7194,0.0007,0.0004,0.0018,0.0019,0.002,0.008,0,0.013,2.2977,2.2977,0.0018,0.131
26.9333,0,126.9879,no,45-54,caucasian,female,Unknown,-20.0035,-5.0879,-2.2987,0.0011,0.0076,0.4264,0.0445,0.0099,0.1186,0.2315,-2.586,0.1617,0,0.0159,0.2337,8.3647,0.0058,0.1087,0.0046,0.0001,1.6738,0.0343,0.1617,0.0887,0.2546,0.0003,96.7151,0,0.1188,0.0511,0.0384,0,11.9473,0.0008,0.0004,0.0018,0.002,0.002,0.0099,0,0.0114,2.2977,2.2977,0.0018,0.1298
27,0,128.3421,no,45-54,caucasian,female,Unknown,-20.3121,-5.6165,-1.4321,0.0009,0.0086,0.4248,0.0523,0.0122,0.104,0.2408,-3.1949,0.1955,0,0.0186,0.1685,10.4997,0.0052,0.0761,0.0037,0.0001,2.2069,0.0406,0.1875,0.0756,0.2508,0.0001,96.3621,0,0.1808,0.0557,0.0367,0,9.5331,0.0009,0.0005,0.0018,0.002,0.002,0.0122,0,0.0086,2.2977,2.2977,0.0018,0.1271
27.0667,0,126.2443,no,45-54,caucasian,female,Unknown,-19.9956,-5.1889,-0.4913,0.001,0.0076,0.4207,0.0452,0.0101,0.1166,0.2331,-2.6313,0.1734,0,0.0187,0.1518,8.5567,0.0049,0.056,0.0033,0.0001,2.4649,0.045,0.3074,0.0549,0.2875,0.0001,96.6502,0,0.1994,0.0475,0.0356,0,7.9638,0.0009,0.0006,0.0018,0.0021,0.0019,0.0101,0,0.0066,2.2977,2.2977,0.0018,0.1227
27.1333,0,126.4656,no,45-54,caucasian,female,Unknown,-20.2038,-5.3028,-1.1387,0.001,0.0076,0.4175,0.0452,0.0102,0.1165,0.2338,-2.5587,0.174,0,0.0214,0.142,8.5614,0.0035,0.0377,0.0028,0.0003,2.5071,0.0438,0.3962,0.0419,0.314,0,96.5757,0,0.4272,0.0454,0.0337,0,6.5206,0.001,0.0006,0.0018,0.0022,0.0019,0.0102,0,0.0042,2.2977,2.2977,0.0018,0.1156
27.2,0,126.4928,no,45-54,caucasian,female,Unknown,-20.6861,-4.6144,-0.7368,0.0009,0.0086,0.416,0.0526,0.0123,0.103,0.2421,-3.0037,0.1967,0,0.0276,0.1087,10.5904,0.0031,0.0255,0.0028,0.0005,2.1988,0.0371,0.4361,0.0351,0.2853,0.0001,97.003,0.0001,0.8503,0.0509,0.0404,0,5.6998,0.001,0.0007,0.0018,0.0022,0.0019,0.0123,0,0.0029,2.2977,2.2977,0.0018,0.1063
27.2667,0,126.5238,no,45-54,caucasian,female,Unknown,-21.0947,-5.6599,-1.4044,0.0007,0.0104,0.4083,0.0662,0.0166,0.0853,0.2581,-3.9423,0.2432,0,0.0381,0.0761,13.7012,0.0038,0.0168,0.0027,0.0007,2.0654,0.0604,0.7098,0.0292,0.338,0,96.3315,0.0001,1.0573,0.053,0.057,0,4.8847,0.0011,0.0007,0.0018,0.0023,0.0019,0.0166,0,0.0025,2.2977,2.2977,0.0018,0.0942
27.3333,0,125.9415,no,45-54,caucasian,female,Unknown,-21.6912,-6.3786,-2.4466,0.0006,0.012,0.4062,0.0792,0.0208,0.0739,0.2715,-4.6569,0.2883,0,0.0521,0.0529,16.0755,0.0032,0.0102,0.0031,0.0011,2.0781,0.05,0.7746,0.0222,0.3972,0,95.7883,0.0001,1.0948,0.0597,0.0756,0,3.9728,0.0011,0.0007,0.0019,0.0023,0.0018,0.0208,0,0.0023,2.2977,2.2977,0.0018,0.0801
27.4,0,126.3476,no,45-54,caucasian,female,Unknown,-20.6871,-5.102,-1.3687,0.0005,0.0156,0.4066,0.1108,0.0318,0.0565,0.2973,-6.1514,0.399,0,0.0556,0.0524,20.5463,0.0028,0.0065,0.004,0.0013,2.1745,0.0422,0.7496,0.0183,0.4674,0,96.7061,0,0.6863,0.0572,0.0805,0,3.4377,0.0011,0.0008,0.0019,0.0024,0.0018,0.0318,0,0.0022,2.2977,2.2977,0.0018,0.067
27.4667,0,124.9098,no,45-54,caucasian,female,Unknown,-20.649,-5.3774,-1.1729,0.0005,0.0157,0.408,0.1119,0.0321,0.0562,0.2961,-6.2631,0.4051,0,0.0627,0.0643,20.6529,0.0023,0.005,0.0043,0.0014,2.2804,0.0398,0.6936,0.0195,0.4099,0,96.526,0,0.4465,0.0529,0.0901,0,3.322,0.0012,0.0008,0.0019,0.0024,0.0018,0.0321,0,0.0022,2.2977,2.2977,0.0018,0.0564
27.5333,0,125.1547,no,45-54,caucasian,female,Unknown,-19.8495,-6.3685,-1.1525,0.0005,0.015,0.4019,0.1051,0.0298,0.0589,0.2947,-6.0548,0.3845,0,0.0697,0.0557,19.8604,0.0018,0.0038,0.0055,0.0016,2.3398,0.023,0.9226,0.0222,0.5054,0,95.7965,0,0.5376,0.0554,0.0882,0,3.4478,0.0011,0.0008,0.0019,0.0025,0.0018,0.0298,0,0.0021,2.2977,2.2977,0.0018,0.0488
27.6,0,124.4845,no,45-54,caucasian,female,Unknown,-20.0474,-5.8953,-1.3271,0.0005,0.0165,0.3923,0.1174,0.0345,0.0538,0.3074,-6.6369,0.4262,0,0.0922,0.0514,21.4016,0.0019,0.0035,0.0065,0.0018,2.2462,0.0258,1.2964,0.0281,0.6314,0,96.1615,0,0.5393,0.064,0.0926,0,3.6686,0.0011,0.0008,0.0019,0.0026,0.0018,0.0345,0,0.0021,2.2977,2.2977,0.0018,0.044
27.6667,0,124.6083,no,45-54,caucasian,female,Unknown,-19.8253,-4.9074,-1.1269,0.0003,0.0225,0.3746,0.171,0.0562,0.0395,0.3464,-8.473,0.6218,0,0.1118,0.0455,26.5645,0.0023,0.0035,0.0087,0.0022,2.3984,0.0319,2.0052,0.0355,0.8481,0,96.8278,0,0.3767,0.0756,0.1002,0,4.0887,0.0011,0.0007,0.0019,0.0026,0.0018,0.0562,0,0.002,2.2977,2.2977,0.0018,0.0406
27.7333,0,124.161,no,45-54,caucasian,female,Unknown,-19.5961,-5.3791,-1.4382,0.0002,0.0301,0.3547,0.2424,0.0891,0.0295,0.3876,-10.2378,0.9048,0,0.1251,0.046,31.4093,0.0023,0.0026,0.0085,0.0017,2.4684,0.0597,2.8447,0.0401,1.0544,0,96.5249,0,0.2571,0.0838,0.1601,0,3.7017,0.0011,0.0007,0.0019,0.0027,0.0018,0.0891,0,0.002,2.2977,2.2977,0.0018,0.0383
27.8,0,124.9791,no,45-54,caucasian,female,Unknown,-20.0942,-5.9681,-2.3986,0.0002,0.0349,0.3604,0.2924,0.1124,0.0255,0.4028,-10.95,1.0624,0,0.1304,0.0514,33.8671,0.0018,0.002,0.0089,0.0015,2.658,0.094,2.5997,0.0414,0.985,0,96.1073,0,0.1649,0.0915,0.2107,0,3.2528,0.001,0.0007,0.0019,0.0027,0.0018,0.1124,0,0.002,2.2977,2.2977,0.0018,0.0365
