TimeStamp,faceId,interocularDistance,glasses,age,ethnicity,gender,dominantEmoji,pitch,yaw,roll,joy,fear,disgust,sadness,anger,surprise,contempt,valence,engagement,smile,innerBrowRaise,browRaise,browFurrow,noseWrinkle,upperLipRaise,lipCornerDepressor,chinRaise,lipPucker,lipPress,lipSuck,mouthOpen,smirk,eyeClosure,attention,eyeWiden,cheekRaise,lidTighten,dimpler,lipStretch,jawDrop,relaxed,smiley,laughing,kissing,disappointed,rage,smirk,wink,stuckOutTongueWinkingEye,stuckOutTongue,flushed,scream
0.0000nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.0667nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.1333nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.2000nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.2667nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.3333nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.4000nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
0.4667nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
325.7333nan,nan,no,unknown,unknown,unknown,unknown,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,
325.8,1,121.4619,no,45-54,caucasian,female,Relaxed,-1.4844,1.2956,11.8104,99.4078,0,0.0003,0,0,0.2068,0.0001,96.1039,99.8978,98.1934,0.0378,1.2097,0,0.0001,0,0,0.014,0,0.0074,12.9275,0.2093,0.0209,0.0001,98.434,0,51.3299,0.0006,7.283,11.9679,0.0023,99.8993,0.0295,0.0301,0.0018,0.0018,0,0,0.0018,2.2979,2.2998,0.0018,0.0288
325.8667,1,119.7348,no,45-54,caucasian,female,Relaxed,1.4399,0.7327,5.5926,95.3702,0,0.0005,0.0001,0,0.2016,0.0003,94.9162,99.3576,85.2884,0.1061,0.7365,0.0001,0.0001,0,0,0.023,0,0.0196,16.7971,0.1186,0.1743,0,98.5984,0,61.0639,0.0016,3.486,1.7739,0.0056,99.4376,0.04,0.0406,0.0018,0.0018,0,0,0.0018,2.2981,2.2991,0.0018,0.0286
325.9333,1,119.7857,no,45-54,caucasian,female,Relaxed,1.5944,0.0621,5.9365,94.2269,0,0.0004,0.0001,0,0.1991,0.0004,93.5985,99.2076,83.8093,0.154,0.4539,0.0001,0.0002,0,0,0.0342,0,0.0483,21.1013,0.1201,0.2056,0,98.7722,0,69.2223,0.0022,2.1743,1.3231,0.0092,99.1843,0.0532,0.0536,0.0018,0.0018,0,0,0.0018,2.2982,2.2988,0.0018,0.0286
326,1,117.5501,no,45-54,caucasian,female,Relaxed,0.5647,-0.168,4.8469,66.81,0.0001,0.0009,0.0001,0,0.1993,0.001,87.611,95.2724,71.0233,0.1799,0.4684,0.0001,0.0001,0,0.0001,0.0716,0.0001,0.0784,23.29,0.1124,0.4565,0,98.7462,0.0001,59.1844,0.0028,3.6766,1.455,0.0095,96.3744,0.0514,0.0518,0.0018,0.0018,0,0,0.0018,2.2982,2.2986,0.0018,0.0285
326.0667,1,117.3693,no,45-54,caucasian,female,Relaxed,-0.2715,-0.6636,4.9383,19.5635,0.0001,0.0043,0.0004,0.0001,0.2028,0.0028,70.0736,76.2587,58.1684,0.2043,0.7846,0.0001,0.0001,0,0.0001,0.087,0.0003,0.2434,12.0477,0.1376,1.1839,0,98.6174,0.0002,39.2001,0.003,4.4602,1.5231,0.0124,85.3112,0.0442,0.0445,0.0018,0.0018,0.0001,0,0.0018,2.2981,2.2985,0.0018,0.0285
326.1333,1,117.5039,no,45-54,caucasian,female,Relaxed,-0.6493,-0.3709,5.2167,2.0454,0.0004,0.0127,0.0011,0.0002,0.2058,0.0089,51.3294,27.5364,43.227,0.1811,1.0922,0.0001,0.0001,0,0.0001,0.1377,0.0004,0.4989,10.602,0.1345,1.5546,0,98.695,0.0002,28.8212,0.0034,5.2396,1.1983,0.0111,71.8185,0.0383,0.0386,0.0018,0.0018,0.0002,0,0.0018,2.2981,2.2984,0.0018,0.0285
326.2,1,118.3019,no,45-54,caucasian,female,Relaxed,-1.0999,0.4974,4.7774,0.3426,0.0007,0.0318,0.0024,0.0005,0.2076,0.0211,37.1567,7.3265,32.2369,0.1642,1.2672,0.0001,0.0001,0,0.0001,0.15,0.0008,0.51,7.5198,0.1408,1.9165,0,98.662,0.0002,18.5579,0.0034,5.0101,0.9147,0.0116,61.6458,0.0335,0.0338,0.0018,0.0018,0.0005,0,0.0018,2.2981,2.2983,0.0018,0.0285
326.2667,1,117.7641,no,45-54,caucasian,female,Relaxed,0.1653,0.9107,7.3124,0.1772,0.0009,0.052,0.0032,0.0006,0.2147,0.027,31.4613,4.323,28.3207,0.1423,1.9084,0.0002,0.0001,0,0.0001,0.1175,0.0014,0.4644,3.9334,0.2004,1.4886,0,98.5484,0.0003,11.3449,0.0036,4.5231,0.7175,0.0148,53.9767,0.0297,0.03,0.0018,0.0018,0.0006,0,0.0018,2.2981,2.2983,0.0018,0.0286
326.3333,1,118.8071,no,45-54,caucasian,female,Unknown,-0.0303,0.1532,6.7338,0.0295,0.0018,0.1272,0.0067,0.0012,0.2305,0.0659,18.5542,0.9587,17.5359,0.16,2.9778,0.0002,0.0001,0,0.0001,0.0573,0.0026,0.0981,1.1469,0.573,2.2739,0,98.7499,0.0007,3.6428,0.0047,2.1462,0.4478,0.0269,47.9837,0.0267,0.0269,0.0018,0.0018,0.0012,0,0.0018,2.2981,2.2983,0.0018,0.0288
326.4,1,116.1158,no,45-54,caucasian,female,Unknown,-2.0518,0.6969,6.277,0.0067,0.0034,0.2422,0.0112,0.0019,0.2709,0.1245,8.8904,0.2769,8.7949,0.1707,5.2937,0.0003,0.0001,0,0.0001,0.0217,0.0038,0.0449,0.3079,1.5974,2.0947,0,98.6083,0.0009,0.6481,0.0056,1.2396,0.3287,0.0451,43.1861,0.0242,0.0244,0.0018,0.0018,0.0019,0,0.0018,2.2981,2.2983,0.0018,0.0294
326.4667,1,115.5025,no,45-54,caucasian,female,Unknown,-2.094,-0.1809,6.2602,0.0025,0.0057,0.3551,0.0135,0.0021,0.3637,0.1985,3.4513,0.1987,3.5174,0.1907,9.8575,0.0004,0,0,0.0001,0.0087,0.0055,0.0426,0.1323,3.0778,2.7654,0,98.743,0.0015,0.1162,0.0069,0.7244,0.2781,0.0544,39.2603,0.0222,0.0223,0.0018,0.0018,0.0021,0,0.0018,2.2981,2.2983,0.0018,0.0307
326.5333,1,115.6773,no,45-54,caucasian,female,Unknown,-2.2042,0.4965,6.1502,0.0016,0.0085,0.4156,0.012,0.0017,0.5455,0.2289,1.7863,0.3609,1.8674,0.217,15.7625,0.0007,0,0,0.0001,0.0028,0.0078,0.0363,0.0539,5.5477,2.9441,0,98.6622,0.0016,0.0305,0.0083,0.2843,0.2355,0.0704,35.9887,0.0204,0.0206,0.0018,0.0018,0.0017,0,0.0018,2.2982,2.2983,0.0018,0.0334
326.6,1,115.7719,no,45-54,caucasian,female,Unknown,-2.762,1.0207,8.0697,0.0013,0.0119,0.4512,0.0098,0.0013,0.8258,0.2122,1.2705,0.6665,1.374,0.2059,21.6492,0.001,0,0,0.0001,0.0014,0.0099,0.1075,0.0471,8.291,1.8807,0,98.5166,0.0013,0.0138,0.0107,0.1186,0.2412,0.0761,33.2205,0.0189,0.0192,0.0018,0.0018,0.0013,0,0.0018,2.2982,2.2984,0.0018,0.038
326.6667,1,116.4384,no,45-54,caucasian,female,Unknown,-2.2215,1.2504,8.3058,0.0012,0.0175,0.4923,0.0073,0.0009,1.352,0.2,1.2054,1.3927,1.3088,0.1975,27.5758,0.0014,0,0,0.0001,0.0005,0.012,0.1296,0.023,12.786,1.2751,0,98.4479,0.0016,0.0057,0.0134,0.0522,0.2341,0.0919,30.8476,0.0176,0.0179,0.0018,0.0018,0.0009,0,0.0018,2.2983,2.2984,0.0018,0.0482
326.7333,1,113.9578,no,45-54,caucasian,female,Unknown,-2.2725,0.5961,7.5474,0.0009,0.0293,0.5453,0.005,0.0006,2.6139,0.1983,1.0535,3.6822,1.1524,0.2131,36.458,0.0018,0,0,0.0001,0.0002,0.0125,0.1042,0.0141,17.844,1.0847,0,98.6357,0.0017,0.003,0.0198,0.0306,0.2364,0.1065,28.7912,0.0165,0.0169,0.0018,0.0018,0.0006,0,0.0018,2.2983,2.2985,0.0018,0.07
326.8,1,115.0197,no,45-54,caucasian,female,Unknown,-3.0856,0.7275,6.4971,0.0008,0.0446,0.616,0.0038,0.0004,4.1975,0.2067,0.5155,7.3736,0.6539,0.263,41.7506,0.0022,0,0,0.0001,0.0001,0.0141,0.1761,0.0217,22.82,1.123,0,98.5999,0.0021,0.0015,0.0289,0.0222,0.2489,0.1206,26.9917,0.0155,0.0159,0.0018,0.0018,0.0004,0,0.0018,2.2983,2.2985,0.0018,0.1137
326.8667,1,115.5062,no,45-54,caucasian,female,Unknown,-4.1602,-0.2673,7.4986,0.001,0.0728,0.7652,0.0028,0.0005,6.2608,0.2075,0.1276,13.5667,0.3369,0.3122,40.2422,0.003,0,0,0.0001,0.0001,0.0253,0.3236,0.0611,33.8333,0.9353,0,98.7214,0.0015,0.002,0.0368,0.0306,0.2121,0.1659,20.7481,0.0137,0.0142,0.0018,0.0018,0.0005,0,0.0018,2.2984,2.2984,0.0018,0.3442
326.9333,1,115.5986,no,45-54,caucasian,female,Unknown,-2.9127,0.3304,7.2213,0.0014,0.1276,0.9779,0.0019,0.0006,9.7085,0.2076,0.0524,25.5198,0.362,0.3179,37.0807,0.0034,0,0,0.0001,0.0002,0.0404,0.5464,0.1687,47.9242,0.9599,0,98.7054,0.0012,0.0037,0.039,0.0345,0.2247,0.1941,14.5621,0.0105,0.0111,0.0018,0.0018,0.0006,0,0.0018,2.2983,2.2983,0.0018,0.7071
327,1,115.7425,no,45-54,caucasian,female,Unknown,-3.6496,0.4561,9.1577,0.002,0.2222,1.2462,0.0013,0.0007,14.7233,0.1976,0.0449,42.7727,0.4635,0.267,33.8262,0.0033,0,0,0.0001,0.0003,0.0553,0.8741,0.2581,62.098,0.5663,0,98.6728,0.001,0.0059,0.0384,0.0444,0.2391,0.218,8.3948,0.0056,0.0062,0.0018,0.0018,0.0007,0,0.0018,2.2983,2.2983,0.0018,0.9378
327.0667,1,116.4545,no,45-54,caucasian,female,Unknown,-3.3365,0.9538,8.8336,0.0029,0.3031,1.465,0.001,0.0009,17.2858,0.2022,0.0383,51.404,0.5035,0.2201,28.5426,0.0035,0,0,0.0001,0.0005,0.0542,0.8064,0.5311,72.2439,0.8121,0,98.536,0.0011,0.0085,0.0395,0.0612,0.239,0.2536,2.8983,0.0028,0.0034,0.0018,0.0018,0.0009,0,0.0018,2.2983,2.2983,0.0018,1.0461
327.1333,1,113.568,no,45-54,caucasian,female,Unknown,-2.2144,-0.5979,7.6088,0.004,0.3403,1.6583,0.001,0.0014,16.5825,0.2069,-0.1785,50.8344,0.3321,0.2343,21.3322,0.0039,0,0,0.0001,0.0005,0.0576,0.7841,0.6922,79.1351,0.9053,0,98.6352,0.001,0.0098,0.0432,0.1006,0.2506,0.2791,0.3322,0.0019,0.0026,0.0018,0.0018,0.0014,0,0.0018,2.2983,2.2983,0.0018,1.0834
327.2,1,113.2225,no,45-54,caucasian,female,Unknown,-3.5839,0.3578,8.3497,0.0049,0.3952,1.7425,0.0009,0.0016,17.653,0.2079,-0.5836,54.3947,0.2568,0.2639,18.2525,0.0042,0,0,0.0001,0.0006,0.059,1.1364,1.4092,84.2149,0.8956,0,98.6983,0.0009,0.0099,0.044,0.1641,0.2971,0.2805,0.0601,0.0014,0.0022,0.0018,0.0018,0.0016,0,0.0018,2.2983,2.2983,0.0018,1.1067
327.2667,1,112.5701,no,45-54,caucasian,female,Unknown,-3.5508,1.4709,8.2108,0.0055,0.4565,1.7436,0.0008,0.0018,19.0934,0.2138,-1.1163,58.4868,0.1922,0.2856,16.3637,0.005,0,0,0.0001,0.001,0.0516,1.445,2.6362,88.4354,1.1181,0,98.3791,0.0009,0.0085,0.0408,0.2186,0.3506,0.2761,0.022,0.0011,0.002,0.0018,0.0018,0.0018,0,0.0018,2.2983,2.2983,0.0018,1.1239
327.3333,1,113.6076,no,45-54,caucasian,female,Unknown,-3.0778,-0.7987,7.821,0.0069,0.4329,1.7901,0.0008,0.0025,16.6957,0.2259,-1.3971,53.1791,0.2264,0.2655,10.9518,0.005,0,0,0.0001,0.0013,0.0449,2.2942,2.8579,90.8308,1.6577,0,98.5801,0.0006,0.0095,0.0355,0.1928,0.4402,0.2599,0.0038,0.001,0.0019,0.0018,0.0018,0.0025,0,0.0018,2.2983,2.2983,0.0018,1.1308
327.4,1,114.7882,no,45-54,caucasian,female,Unknown,-3.1863,0.7146,8.8295,0.0069,0.378,1.7242,0.0009,0.0027,14.7495,0.2268,-1.6587,47.5162,0.2653,0.2671,10.1032,0.0045,0,0,0.0001,0.0013,0.038,3.3945,2.7559,88.5047,1.7265,0,98.6034,0.0007,0.0077,0.0355,0.2069,0.6739,0.1921,0.0014,0.001,0.0018,0.0018,0.0018,0.0027,0,0.0018,2.2983,2.2983,0.0018,1.1365
327.4667,1,114.3809,no,45-54,caucasian,female,Unknown,-3.0516,0.9599,8.8925,0.0064,0.3012,1.5543,0.001,0.0027,12.1707,0.2298,-1.6881,38.9667,0.3106,0.2405,9.8631,0.0035,0,0,0.0001,0.0012,0.0349,3.3933,3.0301,83.8549,1.8819,0,98.5342,0.0011,0.0048,0.0335,0.2724,0.9694,0.1385,0.001,0.0009,0.0018,0.0018,0.0018,0.0027,0,0.0018,2.2982,2.2982,0.0018,1.1417
327.5333,1,115.5484,no,45-54,caucasian,female,Unknown,-3.1191,0.2736,8.7867,0.0057,0.254,1.3871,0.0011,0.0026,10.6565,0.2176,-2.1012,33.3259,0.2765,0.2479,10.6605,0.0027,0,0,0.0001,0.001,0.0303,4.0219,3.6554,79.6308,1.3421,0,98.7198,0.0014,0.0028,0.0321,0.3497,1.3434,0.1166,0.0009,0.0009,0.0018,0.0018,0.0018,0.0026,0,0.0018,2.2982,2.2982,0.0018,1.1472
327.6,1,113.1629,no,45-54,caucasian,female,Unknown,-2.9183,1.7227,7.8409,0.0048,0.2006,1.2446,0.0014,0.0024,8.9788,0.2109,-2.0014,26.6986,0.2595,0.2518,12.5265,0.0021,0,0,0.0001,0.001,0.0252,3.6822,3.6018,73.3339,1.0357,0,98.2968,0.0016,0.0021,0.0328,0.4448,1.9188,0.0923,0.0009,0.0009,0.0018,0.0018,0.0018,0.0024,0,0.0018,2.2981,2.2981,0.0018,1.1541
327.6667,1,113.4336,no,45-54,caucasian,female,Unknown,-3.25,2.4727,7.3575,0.004,0.146,1.022,0.0016,0.0021,7.0522,0.2071,-1.9732,19.1683,0.384,0.2223,14.2741,0.0017,0,0,0.0001,0.0011,0.0215,3.2668,4.3671,65.5783,0.9501,0,98.0266,0.0017,0.0015,0.0309,0.4726,2.4757,0.0735,0.0009,0.0009,0.0018,0.0018,0.0018,0.0021,0,0.0018,2.2981,2.2981,0.0018,1.1622
327.7333,1,111.0465,no,45-54,caucasian,female,Unknown,-2.6019,1.1565,4.644,0.0035,0.0935,0.8829,0.0023,0.0022,4.6183,0.2048,-1.9183,10.4873,0.3951,0.208,13.3673,0.0013,0,0,0.0001,0.0008,0.0195,3.3809,4.1221,56.6138,0.8549,0,98.4763,0.0018,0.0015,0.0272,0.397,3.3478,0.0614,0.0009,0.0009,0.0018,0.0018,0.0018,0.0022,0,0.0018,2.298,2.298,0.0018,1.1632
327.8,1,113.1527,no,45-54,caucasian,female,Unknown,-1.0346,-0.4439,3.8924,0.0037,0.0466,0.7086,0.0037,0.003,2.1663,0.1987,-1.62,3.4335,0.6648,0.17,7.3532,0.0005,0,0,0.0001,0.0007,0.0207,3.1762,4.2734,45.9338,0.7604,0.0018,98.676,0.0006,0.0038,0.0193,0.3123,4.1863,0.0507,0.001,0.001,0.0018,0.0018,0.0018,0.003,0,0.0018,2.2979,2.2979,0.0018,1.1448
327.8667,1,116.6,no,45-54,caucasian,female,Unknown,1.0157,1.154,3.7571,0.0037,0.0312,0.6128,0.0049,0.0033,1.4458,0.1931,-0.8012,1.8486,0.9994,0.1478,5.2081,0.0004,0,0,0.0001,0.0006,0.0208,1.5704,4.2983,39.1829,0.7255,31.6572,98.4771,0.0002,0.0119,0.0214,0.2828,4.9092,0.0404,0.0011,0.0011,0.0018,0.0018,0.0018,0.0033,0,0.0018,2.2978,2.2978,0.0018,1.1004
327.9333,1,116.6497,no,45-54,caucasian,female,Unknown,0.7111,0.5658,3.4962,0.004,0.0223,0.5139,0.0058,0.0034,1.0488,0.1858,-0.054,1.1288,1.6568,0.1189,3.456,0.0004,0,0,0.0001,0.0005,0.0216,0.74,4.8855,33.927,0.8271,79.0454,98.6438,0.0001,0.0319,0.0245,0.2254,5.643,0.0322,0.0012,0.0012,0.0019,0.0018,0.0018,0.0034,0,0.0018,2.2978,2.2978,0.0018,0.871
328,1,115.6107,no,45-54,caucasian,female,Unknown,0.0291,3.2217,4.1505,0.0045,0.0159,0.3873,0.0066,0.0035,0.7751,0.1756,0.3625,0.7077,2.5701,0.1171,1.7804,0.0005,0,0,0.0001,0.0008,0.0208,0.4428,6.9456,29.0067,0.9406,85.2862,97.7149,0,0.1112,0.0439,0.1919,6.5619,0.0281,0.0013,0.0013,0.0019,0.0018,0.0018,0.0035,0,0.0018,2.2978,2.2978,0.0018,0.5086
328.0667,1,114.6573,no,45-54,caucasian,female,Unknown,-1.9427,1.5595,3.7669,0.0045,0.0114,0.2976,0.0077,0.0035,0.5662,0.1678,0.4742,0.4328,3.0828,0.1316,0.7608,0.0008,0,0,0.0001,0.001,0.0206,0.2318,8.834,23.104,0.8743,12.2017,98.3506,0,0.378,0.0774,0.1346,6.7456,0.027,0.0015,0.0014,0.002,0.0018,0.0018,0.0035,0,0.0018,2.2978,2.2978,0.0018,0.2781
328.1333,1,115.9274,no,45-54,caucasian,female,Unknown,-1.3409,1.2047,4.2357,0.0046,0.0088,0.2062,0.0083,0.0035,0.4505,0.1627,0.1229,0.3019,3.596,0.1442,0.346,0.0014,0,0,0.0001,0.0011,0.0215,0.2738,12.6548,18.4547,0.943,0.3648,98.4618,0,1.124,0.1161,0.1067,6.6244,0.0252,0.0017,0.0016,0.002,0.0018,0.0018,0.0035,0,0.0018,2.2978,2.2978,0.0018,0.1698
328.2,1,115.2891,no,45-54,caucasian,female,Unknown,-1.4177,0.885,5.4181,0.0045,0.0075,0.1128,0.0079,0.0035,0.3876,0.1683,-0.1812,0.3519,3.8028,0.1652,0.135,0.0022,0.0001,0,0.0001,0.002,0.0183,0.4663,20.8189,15.3184,1.4067,0.2944,98.5557,0,6.1314,0.1767,0.0913,6.9059,0.0248,0.0018,0.0018,0.002,0.0018,0.0018,0.0035,0,0.0018,2.2978,2.2978,0.0018,0.1325
328.2667,1,115.1609,no,45-54,caucasian,female,Unknown,-1.3145,1.498,4.4166,0.0049,0.0065,0.0399,0.0063,0.0034,0.3529,0.167,4.2428,0.9852,4.5672,0.1932,0.0557,0.0029,0.0001,0,0.0001,0.0036,0.0198,0.7074,35.4017,13.2943,1.8749,0.2183,98.3704,0,26.4209,0.2955,0.1012,7.2018,0.0283,0.002,0.0026,0.0024,0.0018,0.0018,0.0034,0,0.0018,2.2978,2.2978,0.0018,0.1093
328.3333,1,114.4953,no,45-54,caucasian,female,Unknown,-1.8273,0.2078,5.2357,0.005,0.0056,0.0087,0.0046,0.0033,0.3143,0.1801,7.1634,4.6315,4.9439,0.2134,0.0339,0.0076,0.0001,0,0.0001,0.0057,0.0201,1.2984,57.6178,10.7295,2.8538,0.2065,98.7363,0,49.9061,0.5623,0.1426,8.0778,0.0304,0.0023,0.0058,0.0041,0.0018,0.0018,0.0033,0,0.0018,2.2978,2.2978,0.0018,0.092
328.4,1,114.3278,no,45-54,caucasian,female,Unknown,-2.1601,1.2868,4.7894,0.0049,0.005,0.0043,0.0041,0.0033,0.2826,0.1777,11.1147,9.0982,5.1392,0.24,0.0186,0.0072,0.0001,0,0.0001,0.0069,0.0192,1.6936,67.7574,8.358,2.8639,0.1532,98.4367,0,67.2181,0.6806,0.2138,9.1414,0.0289,0.0025,0.0143,0.0085,0.0018,0.0018,0.0033,0,0.0018,2.2978,2.2978,0.0018,0.0851
328.4667,1,116.3888,no,45-54,caucasian,female,Unknown,-2.2916,0.8432,5.1605,0.0042,0.0047,0.0024,0.004,0.0034,0.2586,0.1888,11.2494,16.1393,4.4223,0.2733,0.0107,0.0101,0.0001,0,0.0001,0.0093,0.0163,1.4978,76.9186,6.3757,2.9295,0.0533,98.5676,0,76.0998,0.752,0.3484,10.0884,0.0253,0.0026,0.0269,0.0157,0.0018,0.0018,0.0034,0,0.0018,2.2977,2.2977,0.0018,0.0792
328.5333,1,116.1351,no,45-54,caucasian,female,Unknown,-3.2235,-0.8618,5.7337,0.0044,0.0043,0.0018,0.0038,0.0033,0.2438,0.1787,14.2256,20.2749,4.8585,0.2298,0.0076,0.0077,0,0,0.0001,0.011,0.0172,1.3184,80.8235,5.0861,2.7165,0.0175,98.5623,0,85.2108,0.5032,0.4572,11.0739,0.0257,0.0028,0.0488,0.0275,0.0018,0.0018,0.0033,0,0.0018,2.2977,2.2977,0.0018,0.0736
328.6,1,116.4589,no,45-54,caucasian,female,Unknown,-3.7474,-1.1163,4.8269,0.006,0.0036,0.0012,0.0032,0.0029,0.2317,0.1571,17.2272,25.223,6.8483,0.1916,0.0068,0.0041,0,0,0.0001,0.0143,0.0183,1.3121,84.7786,3.9787,2.9083,0.0212,98.4883,0,90.6731,0.3581,0.7118,13.1504,0.0235,0.0031,0.0753,0.0435,0.0018,0.0018,0.0029,0,0.0018,2.2978,2.2978,0.0018,0.0671
328.6667,1,117.1698,no,45-54,caucasian,female,Unknown,-1.9842,-0.3602,4.9609,0.0071,0.0033,0.0014,0.0032,0.0027,0.2236,0.1743,20.2505,21.9525,7.9596,0.1609,0.0048,0.0026,0,0,0.0001,0.0128,0.018,1.1031,82.2371,3.2088,4.6716,0.0103,98.6977,0,93.3647,0.2753,0.8222,13.0616,0.0198,0.0036,0.1031,0.062,0.0018,0.0018,0.0027,0,0.0018,2.2978,2.2978,0.0018,0.058
328.7333,1,117.2554,no,45-54,caucasian,female,Unknown,-2.0039,-0.0489,6.0994,0.0076,0.0031,0.0015,0.0032,0.0026,0.2198,0.1925,20.467,20.9041,8.4081,0.1419,0.0041,0.002,0,0,0.0001,0.0125,0.0185,1.2755,81.3659,2.8407,5.9272,0.002,98.7754,0,92.2457,0.2132,0.9469,12.7131,0.0212,0.004,0.128,0.0793,0.0018,0.0018,0.0026,0,0.0018,2.2978,2.2978,0.0018,0.0458
328.8,1,118.1328,no,45-54,caucasian,female,Unknown,-1.7313,-1.4813,5.6179,0.0072,0.0031,0.0026,0.0037,0.0027,0.215,0.2216,19.6704,14.0017,8.0995,0.1217,0.004,0.0021,0,0,0.0001,0.0078,0.0174,0.9434,74.5839,2.3592,7.0363,0.0009,98.3758,0,85.6715,0.1693,0.8369,13.0089,0.0173,0.0044,0.1444,0.0914,0.0018,0.0018,0.0027,0,0.0018,2.2978,2.2978,0.0018,0.0353
328.8667,1,117.9691,no,45-54,caucasian,female,Unknown,-1.4415,-0.5973,5.6374,0.0058,0.0034,0.008,0.0052,0.0029,0.2127,0.2672,18.0722,5.6046,6.7723,0.1255,0.0047,0.0022,0,0,0,0.0051,0.0159,0.6547,60.4606,2.119,7.8645,0.0007,98.6354,0,74.186,0.1507,0.6064,13.6084,0.0148,0.0047,0.1529,0.0978,0.0018,0.0018,0.0029,0,0.0018,2.2978,2.2978,0.0018,0.032
328.9333,1,114.5551,no,45-54,caucasian,female,Unknown,-1.9367,0.3321,5.3514,0.0043,0.0036,0.0056,0.0053,0.0033,0.2072,0.3888,5.5143,8.2208,5.124,0.1297,0.0058,0.0022,0,0,0,0.0059,0.013,1.1566,66.2162,1.5316,10.2433,0.0067,98.7049,0,51.609,0.1146,0.6658,16.0355,0.0125,0.0049,0.1551,0.0996,0.0018,0.0018,0.0033,0,0.0018,2.2978,2.2978,0.0018,0.03
329,1,111.395,no,45-54,caucasian,female,Unknown,-3.913,-0.5875,5.1741,0.0036,0.0038,0.0042,0.0054,0.0036,0.2034,0.4349,-5.8972,10.6474,3.9318,0.1037,0.006,0.0012,0,0,0,0.0071,0.0126,2.0058,70.2122,1.128,10.4594,0.0762,98.638,0,29.675,0.0715,0.6083,17.5313,0.0122,0.005,0.1556,0.1001,0.0018,0.0018,0.0036,0,0.0018,2.2978,2.2978,0.0018,0.0289
329.0667,1,114.5781,no,45-54,caucasian,female,Unknown,-3.387,0.0368,6.1356,0.0027,0.0042,0.0043,0.0058,0.0043,0.2008,0.4498,-14.4364,10.5248,2.1828,0.1188,0.0087,0.0011,0,0,0,0.0067,0.0138,5.7321,70.0281,0.8359,9.5449,0.0014,98.7783,0,15.3673,0.0536,0.7358,18.3514,0.012,0.005,0.1558,0.1002,0.0018,0.0018,0.0043,0,0.0018,2.2978,2.2978,0.0018,0.0284
